AstroVIEW X
Type, Original
 
Time, 06/15/2018 01:43:39 PM
Compression, 1
*Sample Rate 1, 1
Size, 6280
Trigger, 1
Recorder Type, TMX 
Amp Type, ,UNIV6, UNIV6, UNIV6, UNIV6
A_lp
SAMPLE,TIME,V_rms_20ms         , V_lp_3000Hz        , I1_rms_20ms        , I1_lp_3000Hz       
1329, 06/15/2018 02:05:46 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1330, 06/15/2018 02:05:47 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1331, 06/15/2018 02:05:48 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1332, 06/15/2018 02:05:49 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1333, 06/15/2018 02:05:50 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1334, 06/15/2018 02:05:51 PM,0.0000             ,-0.0667            ,0.0000             ,0.0000             
1335, 06/15/2018 02:05:52 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1336, 06/15/2018 02:05:53 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1337, 06/15/2018 02:05:54 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1338, 06/15/2018 02:05:55 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1339, 06/15/2018 02:05:56 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1340, 06/15/2018 02:05:57 PM,0.0000             ,0.0000             ,0.0000             ,-0.8333            
1341, 06/15/2018 02:05:58 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1342, 06/15/2018 02:05:59 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1343, 06/15/2018 02:06:00 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1344, 06/15/2018 02:06:01 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
1345, 06/15/2018 02:06:02 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1346, 06/15/2018 02:06:03 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1347, 06/15/2018 02:06:04 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1348, 06/15/2018 02:06:05 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1349, 06/15/2018 02:06:06 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1350, 06/15/2018 02:06:07 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1351, 06/15/2018 02:06:08 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
1352, 06/15/2018 02:06:09 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1353, 06/15/2018 02:06:10 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1354, 06/15/2018 02:06:11 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
1355, 06/15/2018 02:06:12 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1356, 06/15/2018 02:06:13 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1357, 06/15/2018 02:06:14 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1358, 06/15/2018 02:06:15 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1359, 06/15/2018 02:06:16 PM,0.0000             ,-0.0833            ,0.0000             ,-2.5000            
1360, 06/15/2018 02:06:17 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1361, 06/15/2018 02:06:18 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1362, 06/15/2018 02:06:19 PM,0.0000             ,-0.0667            ,0.0000             ,-0.4167            
1363, 06/15/2018 02:06:20 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1364, 06/15/2018 02:06:21 PM,0.0000             ,-0.0333            ,0.0000             ,0.0000             
1365, 06/15/2018 02:06:22 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
1366, 06/15/2018 02:06:23 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1367, 06/15/2018 02:06:24 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
1368, 06/15/2018 02:06:25 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1369, 06/15/2018 02:06:26 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1370, 06/15/2018 02:06:27 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1371, 06/15/2018 02:06:28 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1372, 06/15/2018 02:06:29 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1373, 06/15/2018 02:06:30 PM,0.0000             ,-0.0833            ,0.0000             ,-2.5000            
1374, 06/15/2018 02:06:31 PM,0.0000             ,-0.0833            ,0.0000             ,-2.9167            
1375, 06/15/2018 02:06:32 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1376, 06/15/2018 02:06:33 PM,0.0000             ,0.0000             ,0.0000             ,-2.5000            
1377, 06/15/2018 02:06:34 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1378, 06/15/2018 02:06:35 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1379, 06/15/2018 02:06:36 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1380, 06/15/2018 02:06:37 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1381, 06/15/2018 02:06:38 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
1382, 06/15/2018 02:06:39 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
1383, 06/15/2018 02:06:40 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1384, 06/15/2018 02:06:41 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
1385, 06/15/2018 02:06:42 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1386, 06/15/2018 02:06:43 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1387, 06/15/2018 02:06:44 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1388, 06/15/2018 02:06:45 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
1389, 06/15/2018 02:06:46 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1390, 06/15/2018 02:06:47 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1391, 06/15/2018 02:06:48 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1392, 06/15/2018 02:06:49 PM,0.0000             ,-0.0500            ,0.0000             ,-2.9167            
1393, 06/15/2018 02:06:50 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1394, 06/15/2018 02:06:51 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
1395, 06/15/2018 02:06:52 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1396, 06/15/2018 02:06:53 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1397, 06/15/2018 02:06:54 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
1398, 06/15/2018 02:06:55 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1399, 06/15/2018 02:06:56 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1400, 06/15/2018 02:06:57 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1401, 06/15/2018 02:06:58 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1402, 06/15/2018 02:06:59 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
1403, 06/15/2018 02:07:00 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1404, 06/15/2018 02:07:01 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1405, 06/15/2018 02:07:02 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1406, 06/15/2018 02:07:03 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1407, 06/15/2018 02:07:04 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1408, 06/15/2018 02:07:05 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1409, 06/15/2018 02:07:06 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1410, 06/15/2018 02:07:07 PM,0.0000             ,-0.0833            ,0.0000             ,-2.9167            
1411, 06/15/2018 02:07:08 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1412, 06/15/2018 02:07:09 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1413, 06/15/2018 02:07:10 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1414, 06/15/2018 02:07:11 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1415, 06/15/2018 02:07:12 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1416, 06/15/2018 02:07:13 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1417, 06/15/2018 02:07:14 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1418, 06/15/2018 02:07:15 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
1419, 06/15/2018 02:07:16 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1420, 06/15/2018 02:07:17 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1421, 06/15/2018 02:07:18 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1422, 06/15/2018 02:07:19 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1423, 06/15/2018 02:07:20 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
1424, 06/15/2018 02:07:21 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1425, 06/15/2018 02:07:22 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1426, 06/15/2018 02:07:23 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
1427, 06/15/2018 02:07:24 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1428, 06/15/2018 02:07:25 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
1429, 06/15/2018 02:07:26 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1430, 06/15/2018 02:07:27 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1431, 06/15/2018 02:07:28 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1432, 06/15/2018 02:07:29 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
1433, 06/15/2018 02:07:30 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1434, 06/15/2018 02:07:31 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1435, 06/15/2018 02:07:32 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1436, 06/15/2018 02:07:33 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1437, 06/15/2018 02:07:34 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1438, 06/15/2018 02:07:35 PM,0.0000             ,-0.0667            ,0.0000             ,-0.4167            
1439, 06/15/2018 02:07:36 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1440, 06/15/2018 02:07:37 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1441, 06/15/2018 02:07:38 PM,0.0000             ,0.0167             ,0.0000             ,-0.8333            
1442, 06/15/2018 02:07:39 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
1443, 06/15/2018 02:07:40 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1444, 06/15/2018 02:07:41 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1445, 06/15/2018 02:07:42 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1446, 06/15/2018 02:07:43 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1447, 06/15/2018 02:07:44 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
1448, 06/15/2018 02:07:45 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1449, 06/15/2018 02:07:46 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1450, 06/15/2018 02:07:47 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1451, 06/15/2018 02:07:48 PM,0.0000             ,-0.0333            ,0.0000             ,0.0000             
1452, 06/15/2018 02:07:49 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1453, 06/15/2018 02:07:50 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1454, 06/15/2018 02:07:51 PM,0.0000             ,-0.0667            ,0.0000             ,-3.3333            
1455, 06/15/2018 02:07:52 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1456, 06/15/2018 02:07:53 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1457, 06/15/2018 02:07:54 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1458, 06/15/2018 02:07:55 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1459, 06/15/2018 02:07:56 PM,0.0000             ,-0.1000            ,0.0000             ,-1.2500            
1460, 06/15/2018 02:07:57 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1461, 06/15/2018 02:07:58 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1462, 06/15/2018 02:07:59 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1463, 06/15/2018 02:08:00 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1464, 06/15/2018 02:08:01 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1465, 06/15/2018 02:08:02 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
1466, 06/15/2018 02:08:03 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1467, 06/15/2018 02:08:04 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
1468, 06/15/2018 02:08:05 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1469, 06/15/2018 02:08:06 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
1470, 06/15/2018 02:08:07 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1471, 06/15/2018 02:08:08 PM,0.0000             ,0.0167             ,0.0000             ,-1.6667            
1472, 06/15/2018 02:08:09 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1473, 06/15/2018 02:08:10 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1474, 06/15/2018 02:08:11 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1475, 06/15/2018 02:08:12 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1476, 06/15/2018 02:08:13 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1477, 06/15/2018 02:08:14 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1478, 06/15/2018 02:08:15 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
1479, 06/15/2018 02:08:16 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
1480, 06/15/2018 02:08:17 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1481, 06/15/2018 02:08:18 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1482, 06/15/2018 02:08:19 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1483, 06/15/2018 02:08:20 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
1484, 06/15/2018 02:08:21 PM,0.0000             ,0.0167             ,0.0000             ,-2.5000            
1485, 06/15/2018 02:08:22 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1486, 06/15/2018 02:08:23 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1487, 06/15/2018 02:08:24 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1488, 06/15/2018 02:08:25 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1489, 06/15/2018 02:08:26 PM,0.0000             ,-0.0167            ,0.0000             ,-2.9167            
1490, 06/15/2018 02:08:27 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1491, 06/15/2018 02:08:28 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1492, 06/15/2018 02:08:29 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1493, 06/15/2018 02:08:30 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1494, 06/15/2018 02:08:31 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1495, 06/15/2018 02:08:32 PM,0.0000             ,-0.0333            ,0.0000             ,-0.4167            
1496, 06/15/2018 02:08:33 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1497, 06/15/2018 02:08:34 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1498, 06/15/2018 02:08:35 PM,0.0000             ,-0.0333            ,0.0000             ,-3.3333            
1499, 06/15/2018 02:08:36 PM,0.0000             ,-0.0167            ,0.0000             ,-2.9167            
1500, 06/15/2018 02:08:37 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1501, 06/15/2018 02:08:38 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1502, 06/15/2018 02:08:39 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
1503, 06/15/2018 02:08:40 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1504, 06/15/2018 02:08:41 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1505, 06/15/2018 02:08:42 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1506, 06/15/2018 02:08:43 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
1507, 06/15/2018 02:08:44 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1508, 06/15/2018 02:08:45 PM,0.0000             ,-0.1000            ,0.0000             ,-2.5000            
1509, 06/15/2018 02:08:46 PM,0.0000             ,-0.0833            ,0.0000             ,-0.4167            
1510, 06/15/2018 02:08:47 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1511, 06/15/2018 02:08:48 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
1512, 06/15/2018 02:08:49 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
1513, 06/15/2018 02:08:50 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1514, 06/15/2018 02:08:51 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1515, 06/15/2018 02:08:52 PM,0.0000             ,-0.0500            ,0.0000             ,-3.3333            
1516, 06/15/2018 02:08:53 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1517, 06/15/2018 02:08:54 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1518, 06/15/2018 02:08:55 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1519, 06/15/2018 02:08:56 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1520, 06/15/2018 02:08:57 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1521, 06/15/2018 02:08:58 PM,0.0000             ,-0.0500            ,0.0000             ,-0.8333            
1522, 06/15/2018 02:08:59 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1523, 06/15/2018 02:09:00 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1524, 06/15/2018 02:09:01 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
1525, 06/15/2018 02:09:02 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1526, 06/15/2018 02:09:03 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1527, 06/15/2018 02:09:04 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1528, 06/15/2018 02:09:05 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1529, 06/15/2018 02:09:06 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1530, 06/15/2018 02:09:07 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
1531, 06/15/2018 02:09:08 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1532, 06/15/2018 02:09:09 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1533, 06/15/2018 02:09:10 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
1534, 06/15/2018 02:09:11 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
1535, 06/15/2018 02:09:12 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1536, 06/15/2018 02:09:13 PM,0.0000             ,0.0000             ,0.0000             ,-1.2500            
1537, 06/15/2018 02:09:14 PM,0.0000             ,-0.0500            ,0.0000             ,-0.4167            
1538, 06/15/2018 02:09:15 PM,0.0000             ,-0.0833            ,0.0000             ,-1.2500            
1539, 06/15/2018 02:09:16 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1540, 06/15/2018 02:09:17 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1541, 06/15/2018 02:09:18 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1542, 06/15/2018 02:09:19 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1543, 06/15/2018 02:09:20 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1544, 06/15/2018 02:09:21 PM,0.0000             ,-0.0333            ,0.0000             ,-3.3333            
1545, 06/15/2018 02:09:22 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1546, 06/15/2018 02:09:23 PM,0.0000             ,-0.0833            ,0.0000             ,-0.8333            
1547, 06/15/2018 02:09:24 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1548, 06/15/2018 02:09:25 PM,0.0000             ,-0.0667            ,0.0000             ,-0.8333            
1549, 06/15/2018 02:09:26 PM,0.0000             ,-0.1000            ,0.0000             ,-1.6667            
1550, 06/15/2018 02:09:27 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1551, 06/15/2018 02:09:28 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1552, 06/15/2018 02:09:29 PM,0.0000             ,-0.1000            ,0.0000             ,-1.6667            
1553, 06/15/2018 02:09:30 PM,0.0000             ,-0.0167            ,0.0000             ,-1.2500            
1554, 06/15/2018 02:09:31 PM,0.0000             ,0.0000             ,0.0000             ,-2.5000            
1555, 06/15/2018 02:09:32 PM,0.0000             ,-0.0833            ,0.0000             ,-1.6667            
1556, 06/15/2018 02:09:33 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1557, 06/15/2018 02:09:34 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1558, 06/15/2018 02:09:35 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1559, 06/15/2018 02:09:36 PM,0.0000             ,-0.0333            ,0.0000             ,-2.9167            
1560, 06/15/2018 02:09:37 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1561, 06/15/2018 02:09:38 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1562, 06/15/2018 02:09:39 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1563, 06/15/2018 02:09:40 PM,0.0000             ,-0.0333            ,0.0000             ,-0.8333            
1564, 06/15/2018 02:09:41 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1565, 06/15/2018 02:09:42 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1566, 06/15/2018 02:09:43 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1567, 06/15/2018 02:09:44 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1568, 06/15/2018 02:09:45 PM,0.0000             ,-0.0500            ,0.0000             ,-2.5000            
1569, 06/15/2018 02:09:46 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1570, 06/15/2018 02:09:47 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1571, 06/15/2018 02:09:48 PM,0.0000             ,-0.0667            ,0.0000             ,-2.9167            
1572, 06/15/2018 02:09:49 PM,0.0000             ,0.0167             ,0.0000             ,-1.2500            
1573, 06/15/2018 02:09:50 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1574, 06/15/2018 02:09:51 PM,0.0000             ,-0.0667            ,0.0000             ,-2.5000            
1575, 06/15/2018 02:09:52 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1576, 06/15/2018 02:09:53 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1577, 06/15/2018 02:09:54 PM,0.0000             ,-0.0167            ,0.0000             ,0.0000             
1578, 06/15/2018 02:09:55 PM,0.0000             ,-0.0167            ,0.0000             ,-0.8333            
1579, 06/15/2018 02:09:56 PM,0.0000             ,-0.0833            ,0.0000             ,-2.0833            
1580, 06/15/2018 02:09:57 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1581, 06/15/2018 02:09:58 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1582, 06/15/2018 02:09:59 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1583, 06/15/2018 02:10:00 PM,0.0000             ,-0.0667            ,0.0000             ,-1.2500            
1584, 06/15/2018 02:10:01 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1585, 06/15/2018 02:10:02 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1586, 06/15/2018 02:10:03 PM,0.0000             ,-0.0500            ,0.0000             ,-1.2500            
1587, 06/15/2018 02:10:04 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1588, 06/15/2018 02:10:05 PM,0.0000             ,-0.0167            ,0.0000             ,-2.0833            
1589, 06/15/2018 02:10:06 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
1590, 06/15/2018 02:10:07 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1591, 06/15/2018 02:10:08 PM,0.0000             ,-0.0500            ,0.0000             ,-2.0833            
1592, 06/15/2018 02:10:09 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1593, 06/15/2018 02:10:10 PM,0.0000             ,0.0000             ,0.0000             ,-0.8333            
1594, 06/15/2018 02:10:11 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1595, 06/15/2018 02:10:12 PM,0.0000             ,-0.0333            ,0.0000             ,-2.0833            
1596, 06/15/2018 02:10:13 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1597, 06/15/2018 02:10:14 PM,0.0000             ,-0.0167            ,0.0000             ,-2.5000            
1598, 06/15/2018 02:10:15 PM,0.0000             ,0.0333             ,0.0000             ,-1.2500            
1599, 06/15/2018 02:10:16 PM,0.0000             ,0.0167             ,0.0000             ,-1.2500            
1600, 06/15/2018 02:10:17 PM,0.0000             ,0.0000             ,0.0000             ,-1.6667            
1601, 06/15/2018 02:10:18 PM,0.0000             ,-0.0667            ,0.0000             ,-1.6667            
1602, 06/15/2018 02:10:19 PM,0.0000             ,-0.0500            ,0.0000             ,-1.6667            
1603, 06/15/2018 02:10:20 PM,0.0000             ,-0.0667            ,0.0000             ,-2.0833            
1604, 06/15/2018 02:10:21 PM,0.0000             ,-0.0333            ,0.0000             ,-1.6667            
1605, 06/15/2018 02:10:22 PM,0.0000             ,0.0000             ,0.0000             ,-0.4167            
1606, 06/15/2018 02:10:23 PM,0.0000             ,-0.0333            ,0.0000             ,-1.2500            
1607, 06/15/2018 02:10:24 PM,0.0000             ,-0.1000            ,0.0000             ,-2.0833            
1608, 06/15/2018 02:10:25 PM,0.0000             ,0.0000             ,0.0000             ,-2.0833            
1609, 06/15/2018 02:10:26 PM,0.0000             ,-0.0167            ,0.0000             ,-1.6667            
1610, 06/15/2018 02:10:27 PM,0.0000             ,-0.0333            ,0.0000             ,-2.5000            
